id,name,catalog,desc,gain,use,propetype,pic,
1073,石斛,（兰科）,多年生草本。茎丛生，高10~60cm。叶近革质，长圆形或长椭圆形①，先端2圆裂，花期有叶或无叶。总状花序有花1~4朵；花大，下垂，花被片白色带浅紫色，先端紫红色②；脣瓣倒卵状矩圆形，先端圆形，脣盘上面具1紫斑；花葯2室，花粉块4。蒴果。生长于温暖、溼润、半阴环境，不耐寒。适宜四川、云南、湖北、安徽、山东、广东、广西、贵州、福建、江苏、上海等地种植。,全年均可采收，以春末夏初和秋季采者为好，煮蒸透或烤软后，晒干或烘干或鲜用。,性微寒，味甘。养胃阴，生津液，滋肾阴，清虚热。主治胃津不足，口中作渴，脣燥咽干，舌红少津；或肾阴虚亏，虚热内发，腰软乏力，头晕眼花，视力减退，舌红少苔者。石斛是民间比较熟悉的清补药品。,,.\pic\med\石斛_1.jpeg,2026/3/27 7:44
1074,构树,（桑科）,落叶乔木。高16m，有乳汁。单叶互生，叶阔卵形至长圆状卵形，不分裂或3~5裂，叶两面被毛。花单性异株；雄花序为葇荑花序；雌花序为头状花序①。聚花果肉质，球形②，成熟时橙红色。生于平原、丘陵或山地。分布于我国华北、华中、华南、西南、西北各省。,夏秋采乳液、叶、果实及种子；冬春采根皮、树皮，鲜用或阴干。,构树果入药，中药名为「楮实子」，性寒，味甘。滋阴益肾，清肝明目，健脾利水。用于腰膝痠软，虚劳骨蒸，头晕目昏，目生翳膜，水肿胀满。,,.\pic\med\构树_1.jpeg,2026/3/27 7:44
1075,女贞,（木犀科）,灌木或乔木，高可达25m。枝黄褐色、灰色或紫红色，圆柱形，疏生圆形或长圆形皮孔。叶卵形、长卵形或椭圆形至宽椭圆形，先端锐尖至渐尖或钝，基部圆形或近圆形，有时宽楔形或渐狭，叶缘平坦，上面光亮，两面无毛。圆锥花序顶生①，花序基部苞片常与叶同形，小苞片披针形或线形，凋落，花萼无毛，齿不明显或近截形；花冠长4~5mm，柱头棒状。果实肾形或近肾形，深蓝黑色，成熟时呈红黑色。生于海拔2900m以下的疏林或密林中。分布于我国河北、河南、山西、山东、江苏、浙江、安徽、江西、福建、台湾等地。,冬季果实成熟时采收，除去枝叶，稍蒸或置沸水中略烫后，干燥；或直接干燥。,①果实入药，中药名为「女贞子」、「女贞实」等，甘、苦，平。补肾滋阴、养肝明目。用于肝肾阴虚，眩晕耳鸣，腰膝痠软，须发早白，目暗不明，内热消渴，骨蒸潮热。②叶入药，中药名为「冬青叶」，苦，凉。祛风，明目，消肿，止痛。用于头目昏痛，风热赤眼，口舌生疮，牙龈肿痛，疮肿溃烂，水火烫伤，肺热咳嗽。③树皮入药，中药名为「女贞皮」，微苦，凉。用于腰膝痠痛，两脚无力，水火烫伤。④根入药，中药名为「女贞根」，苦，平。行气活血，止咳喘，祛溼浊。用于治疗齁病，咳嗽，白带。,,.\pic\med\女贞_1.jpeg,2026/3/27 7:44
1076,甜叶菊,（菊科）,多年生草本。根稍肥大，50~60条，长可达25cm。茎直立，基部梢木质化，上部柔嫩，密生短茸毛，叶片有类似发霉状白毛产生，是汁液的正常分泌，多见于下雨天采集所致。叶对生或茎上部互生，披外形，边缘有浅锯齿，两面被短茸毛，叶脉三出。头状花序小①，总苞筒状，总苞片5~6层，边等长；花托平坦，秃净；花冠基部浅紫红色或白色②，上部白色。瘦果线形，稍扁，褐色，具冠毛。花期7~9月，果期9~11月。原产于南美巴拉圭和马西交界的高山草地。现我国北京、河北、陕西、江苏、福建、湖南、云南等地均有引种。,盛蕾期割地上部，摘下叶片，晾干或烘干备。,全草入药，甘，平。生津止渴。降血压，降血糖。,,.\pic\med\甜叶菊_1.jpeg,2026/3/27 7:44
1077,二苞黄精,（百合科）,根状茎细圆柱形。叶互生，卵形、卵状椭圆形至矩圆状椭圆形，先端短渐尖，下部的叶具短柄，上部的叶近无柄。花序具2花，总花梗长1~2cm，顶端具2枚叶状苞片；苞片卵形至宽卵形，宿存，具多脉；花被绿白色至淡黄绿色，花丝长2~3mm，向上略弯，两侧扁，具乳头状突起；花柱等长于或稍伸出花被之外。浆果。花期5~6月，果8~9月。生林下或阴溼山坡，海拔700~1400m。朝鲜、苏联远东地区、日本也有分布。主产于我国黑龙江（东南部）、吉林、辽宁、河北、山西、河南（西北部）。,一般春、秋两季采收，以秋季采收质量好，栽培3~4年秋季地上部分枯萎后采收，挖取根茎，除去地上部分及须根，洗去泥土，置蒸笼内蒸至呈现油润时，取出晒干或烘干，或置水中煮沸后，捞出晒干或烘干。,根茎入药。味甘，性平。补中益气，润心肺，强筋骨。用于虚损寒热，肺痨咯血，病后体虚食少，筋骨软弱，风溼疼痛，风癞癣疾。,,.\pic\med\二苞黄精_1.jpeg,2026/3/27 7:44
1078,棕榈,（棕榈科）,常绿乔木。树干圆柱形，高达10m，干茎达24cm。常残存老叶柄及基部和密集的网状纤维，除非人工剥除，否则不能自行脱落。叶片竖干顶，形如扇，近圆形，茎50~70cm，掌状裂深达中下部；叶柄长40~100cm，两侧细齿明显。雌雄异株，圆锥状肉穗花序腋生，花小而黄色。核果肾状球形，茎约1cm，蓝褐色，被白粉。花期4~5月，10~11月果熟。在中国主要分布在秦岭、长江流域以南温暖溼润多雨地区。,全年可采，一般多在9~10月采收，以陈久者为佳。采集时，割取叶柄下延部分及鞘片，除去纤维状棕毛，晒干，切成小片，煅碳用。,棕皮及叶柄（棕板）煅炭入药。苦、涩，平。收涩止血。用于吐血，衄血，尿血，便血，崩漏下血。,,.\pic\med\棕榈_1.jpeg,2026/3/27 7:44
1079,五味子,（木兰科）,多年生落叶藤本，茎长4~8m，小枝灰色。叶近革质，阔椭圆形或倒卵形，边缘具腺齿①，生于老枝上的簇生，在幼枝上的互生。花单性异株，花被片6~9，乳白色至粉红色，雄蕊5，心皮多数。聚合浆果排列成穗状，红色。生于光照条件好、疏松、肥沃而溼润的土壤。分布于我国东北、华北等地，以辽宁所产质量最佳。,秋季果实成熟时采摘。除去果梗及杂质，晒干。或蒸后晒干。,果实入药，中药名为「北五味子」。酸、甘，温。收敛固涩，益气生津，补肾宁心。用于久咳虚喘，梦遗滑精，遗尿尿频，久泻不止，自汗，盗汗，津伤口渴，短气脉虚，内热消渴，心悸失眠。,,.\pic\med\五味子_1.jpeg,2026/3/27 7:44
1080,野罂粟,（罂粟科）,多年生草本，高30~50cm。具白色乳汁，全体被粗毛。叶全部基生，羽状全裂。花单独顶生①，萼片2，早落，花瓣4，橘黄色②，雄蕊多数，子房具稜，柱头5~9裂③。蒴果倒卵形，顶孔开裂。生于山地林缘，草甸，草甸草原和沟谷地带。分布于我国东北、内蒙古、河北、山西、宁夏、新疆、西藏等地。蒙古、西伯利亚也有分布。,秋季将已割取浆汁后的成熟果实摘下，破开，除去种子及枝梗，干燥。,果壳入药，中药名为「罂粟壳」。酸、涩，平，有毒。镇痛，敛肺止咳，止泻固涩。用于神经性头痛，偏头痛，胃痛，痛经，久咳，喘息，慢性肠炎，泻痢，便血，遗精，白带。,,.\pic\med\野罂粟_1.jpeg,2026/3/27 7:44
1081,鸡冠花,（苋科）,草本。高20~150cm，单叶互生，穗状花序顶生，成扁平肉质鸡冠状①。上缘宽，具皱褶，密生线状鳞片，中部以下密生多数小花，下端渐窄，常残留扁平的茎。花被片红色、紫红色或黄白色②。胞果卵形。生于阳光充足、溼热、疏松肥沃和排水良好的土壤中。原产于东亚及南亚亚热带和热带地区，现我国各地均有栽培。,秋季花盛开时采收，晒干。,甘、涩，凉。止血，止带，止痢。用于崩漏，便血，痔血，治疗功能性子宫出血、白带过多、痢疾等。是一味妇科良药。种子有消炎、收敛、明目、降压、强壮等作用，可治肠风便血、赤白痢疾、崩带、淋浊、眼疾等。,,.\pic\med\鸡冠花_1.jpeg,2026/3/27 7:44
1082,石榴,（石榴科）,小乔木。高2~7m。小枝平滑，一般有刺针。叶对生或簇生，倒卵形至长圆状披针形，全缘①，光滑无毛，有短柄，花红色，稀为白色或黄色，萼片5~8，镊合状排列。花瓣5~7。浆果，近球形②，褐黄色至红色，萼宿存。种子多数，具肉质外种皮和坚硬内种皮③。生于山坡向阳处或栽培于庭园中。我国大部分地区均有栽培。,秋季果实成熟后采集果皮，晒干。,甘、酸涩，温。具有杀虫、收敛、涩肠、止痢等功效。石榴果实营养丰富，维生素C含量比苹果、梨要高出一两倍。,,.\pic\med\石榴_1.jpeg,2026/3/27 7:44
1083,山茱萸,（山茱萸科）,落叶灌木或小乔木。高约4m，叶对生，纸质，披针形至卵形①。伞形花序，花先叶开放②，总苞片4枚，花瓣4枚，黄色，外向反卷，雄蕊4枚③。核果长圆形，成熟时红色④。生于山沟、溪旁或较溼润的山坡。分布于安徽、陕西、河南、山东、四川等地。,秋末冬初果皮变红时采收果实。用文火烘或置沸水中略烫后，及时除去果核，干燥。,果实入药。酸、涩，微温。补益肝肾，涩精固脱。用于眩晕耳鸣，腰膝痠痛，阳痿遗精，大汗虚脱，内热消渴。,,.\pic\med\山茱萸_1.jpeg,2026/3/27 7:44
1084,华东覆盆子,（蔷薇科）,掌叶覆盆子落叶灌木，高2~3m。幼枝绿色，有白粉，有少数倒刺。单叶互生；叶柄长3.0~4.5cm；托叶线状披针形；叶片近圆形，直径5~9cm，掌状5深裂，中裂片菱状卵形，基部近心形，边缘有重锯齿，两面脉上有白色短柔毛；基生五出叶脉。花两性；单生于短枝的顶端，花萼5，宿存，卵状长圆形，萼裂片两面有短柔毛；花瓣5枚，白色，椭圆形或卵状长圆形，先端圆钝；直径2.5~3.5cm；花梗长2.0~3.5cm；雄蕊多数，花丝宽扁；花葯丁字着生，2室；雌蕊多数，具柔毛，着生在凸起的花托上。聚合果球形，直径1.5~2.0cm，红色，下垂；小核果密生灰白色柔毛。花期3~4月，果期5~8月。生于低海拔至中海拔地区，在山坡、路边阳处或阴处灌木丛中常见。通常生于山区、半山区的溪旁、山坡灌丛、林边及乱石堆中，分布于我国江苏、安徽、浙江、江西、福建、广西等地。,夏初果实由绿变绿黄时采收，除去梗、叶，置沸水中略烫或略蒸，取出，干燥。,果实入药，中药名为「覆盆子」。甘、酸，微温。益肾，固精，缩尿。用于肾虚遗尿，小便频数，阳痿早泄，遗精滑精。,,.\pic\med\华东覆盆子_1.jpeg,2026/3/27 7:44
1085,金樱子,（蔷薇科）,常绿攀援灌木，高达5m。茎红褐色，有倒钩状皮刺。三出复叶互生；小叶革质，椭圆状卵圆形至卵圆状披针形，侧生小叶较小，叶柄和小叶下面中脉上无刺或有疏刺；叶柄长1~2cm，有褐色腺点细刺；托叶中部以下与叶柄合生，其分离部线状披针形。花单生于侧枝顶端，直径5~8cm；花梗粗壮，长达3cm，有直刺；花托膨大，有细刺；萼片5枚，卵状披针形，有些顶端扩大成叶状，被腺毛；花瓣5枚；雄蕊多数，花葯丁字形着生；雌蕊具多数心皮，离生，被绒毛，花柱线形，柱头圆形。成熟花托红色，球形或倒卵形，有直刺，顶端有长宿存萼，内含骨质瘦果多颗。花期5月，果期9~10月。生长于荒废山野多石地方。分布于我国广东、湖南、浙江、江西、江苏、安徽、广西、福建、四川等地。,10~11月果实成熟变红时采收，干燥，除去毛刺。,果实入药。酸涩，平。固精涩肠，缩尿止泻。用于遗精滑精，遗尿尿频，崩漏带下，久泻久痢。,,.\pic\med\金樱子_1.jpeg,2026/3/27 7:44
1086,芡,（睡莲科）,一年生大型水生草本。全株具尖刺。根茎粗壮而短，具白色须根及不明显的茎。初生叶沉水，箭形或椭圆肾形，长4~10cm，两面无刺；叶柄无刺；后生叶浮于水面，革质，椭圆肾形至圆形①，直径10~130cm，上面深绿色，多皱褶，下面深紫色，有短柔毛，叶脉凸起，边缘向上折。叶柄及花梗粗壮，长可达25cm。花单生，昼开夜合，长约5cm；萼片4枚，披针形，长1.0~1.5cm，内面紫色；花瓣多数，长圆状披针形，长1.5~2.0cm，紫红色，呈数轮排列②；雄蕊多数；子房下位，心皮8个，柱头红色，呈凹入的圆盘状，扁平。浆果球形，直径3~5cm，海绵质，暗紫红色。种子球形，直径约10mm，黑色。花期7~8月，果期8~9月。生于池沼湖泊中。分布于我国黑龙江、吉林、辽宁、河北、河南、山东、江苏，安徽、浙江、福建、江西、台湾、广西、湖南、湖北、四川、广东、云南及贵州等地。,秋末冬初采收成熟果实，除去果皮，取出种子，洗净，再除去硬壳（外种皮），晒干。,种仁、根、茎、叶均可入药。甘、涩，平。益肾固精，补脾止泻，祛溼止带。用于脾虚久泻。,,.\pic\med\芡_1.jpeg,2026/3/27 7:44
1087,西北栒子,（蔷薇科）,落叶灌木，高1~2m。小枝圆柱形；叶椭圆形至卵形，全缘；叶柄长1~2mm，有毛。聚伞花序；花萼锺状，萼片三角形；花瓣直立，浅红色；子房先端具柔毛。果实倒卵形，鲜红色①。生于海拔1580~1800m的石灰岩山地、山坡阴处、沟谷边、灌木丛等处。分布于我国河北、山西、河南、陕西、甘肃、宁夏、青海、湖北、湖南等地。,果期8~9月采收，晾干。,根枝及果实入药。苦、涩，凉。涩肠止泻，止血，止崩。用于疔毒、出血、崩漏。,,.\pic\med\西北栒子_1.jpeg,2026/3/27 7:44
1088,天麻,（兰科）,多年生寄生植物，寄主为蜜环菌，以蜜环菌的菌丝或菌丝的分泌物为营养来源。块茎肉质肥厚，长圆形①，茎直立，黄红色。叶退化成膜质鳞叶，互生，下部短鞘抱茎。总状花序顶生②，苞片呈披针形或狭披针形，膜质，具细脉；花黄绿色，花被片下部合生呈歪壶状；顶端5裂，脣瓣高于花被管2/3；能育管状雄蕊1枚，着生于雌蕊上端；子房柄扭转。蒴果长圆形。种子多数，细小，呈粉状。花期6~7月，果期7~8月。生于林下阴溼、腐殖质较厚的地方。分布于我国吉林、辽宁、河北、河南、安徽、湖北、四川、贵州、云南、陕西、西藏等地。,立冬后至次年清明前采挖，立即洗净，除去粗皮，蒸透，敞开低温（60℃以下）干燥。,块茎入药。甘，平。祛风定惊，平肝息风。用于眩晕眼黑，头风头痛，肢体麻木。半身不遂，语言謇涩，小儿惊痫动风。,,.\pic\med\天麻_1.jpeg,2026/3/27 7:44
